id;pagetitle;published;configuration_id;doors-count;generation;generation_name;is_restyle;mark_id;model_class;model_id;model;car-price
29096;"AUDI RS 3 седан II (8V) Рестайлинг";0;20848686;4;20847894;"II (8V) Рестайлинг";1;AUDI;C;AUDI_RS3;"RS 3";5300000
29097;"AUDI RS 3 хэтчбек 5 дв. II (8V) Рестайлинг";0;20933927;5;20847894;"II (8V) Рестайлинг";1;AUDI;C;AUDI_RS3;"RS 3";3850000
29099;"AUDI RS 5 купе II (F5)";0;20950543;2;20950508;"II (F5)";0;AUDI;D;AUDI_RS5;"RS 5";4870000
29100;"AUDI RS 5 лифтбек II (F5)";0;21558076;5;20950508;"II (F5)";0;AUDI;D;AUDI_RS5;"RS 5";5500000
29102;"AUDI SQ5 внедорожник 5 дв. II (FY)";0;20990536;5;20990497;"II (FY)";0;AUDI;D;AUDI_SQ5;SQ5;3699000
29104;"AUDI SQ7 внедорожник 5 дв. I (4M)";0;20766975;5;20766937;"I (4M)";0;AUDI;E;AUDI_SQ7;SQ7;7900000
29106;"AUDI S5 купе II (F5)";0;20795780;2;20795748;"II (F5)";0;AUDI;D;AUDI_S5;S5;3900000
29107;"AUDI S5 лифтбек II (F5)";0;20841019;5;20795748;"II (F5)";0;AUDI;D;AUDI_S5;S5;3450000
29109;"AUDI A4 седан V (B9)";0;20637561;4;20637504;"V (B9)";0;AUDI;D;AUDI_A4;A4;1322000
29110;"AUDI A4 универсал 5 дв. V (B9)";0;20637615;5;20637504;"V (B9)";0;AUDI;D;AUDI_A4;A4;1857000
29112;"AUDI A4 allroad универсал 5 дв. V (B9)";0;20744599;5;20744561;"V (B9)";0;AUDI;D;AUDI_A4_ALLROAD;"A4 allroad";1898000
29114;"AUDI A5 купе II (F5)";0;20795627;2;20795592;"II (F5)";0;AUDI;D;AUDI_A5;A5;2293000
29115;"AUDI A5 кабриолет II (F5)";0;20867853;2;20795592;"II (F5)";0;AUDI;D;AUDI_A5;A5;3500000
29116;"AUDI A5 лифтбек II (F5)";0;20840967;5;20795592;"II (F5)";0;AUDI;D;AUDI_A5;A5;2210000
29118;"AUDI A6 allroad универсал 5 дв. III (C7) Рестайлинг";0;20246288;5;20246280;"III (C7) Рестайлинг";1;AUDI;E;AUDI_ALLROAD;"A6 allroad";1895000
29120;"AUDI Q5 внедорожник 5 дв. II (FY)";0;20849260;5;20849216;"II (FY)";0;AUDI;D;AUDI_Q5;Q5;2363400
29122;"AUDI Q7 внедорожник 5 дв. II (4M)";0;20368784;5;20368749;"II (4M)";0;AUDI;E;AUDI_Q7;Q7;2700000
29124;"AUDI RS 4 универсал 5 дв. IV (B9)";0;21093276;5;21093247;"IV (B9)";0;AUDI;D;AUDI_RS4;"RS 4";7390000
29126;"AUDI TT купе III (8S)";0;20176905;2;20176878;"III (8S)";0;AUDI;S;AUDI_TT;TT;2850000
29129;"BMW M5 седан VI (F90)";0;21073941;4;21073904;"VI (F90)";0;BMW;E;BMW_M5;M5;4615000
29131;"BMW X3 внедорожник 5 дв. III (G01)";0;21029647;5;21029610;"III (G01)";0;BMW;D;BMW_X3;X3;2649000
29133;"BMW 4 серии купе F32/F33/F36 Рестайлинг";0;20906802;2;20906765;"F32/F33/F36 Рестайлинг";1;BMW;D;BMW_4;"4 серии";2220150
29134;"BMW 4 серии кабриолет F32/F33/F36 Рестайлинг";0;20906816;2;20906765;"F32/F33/F36 Рестайлинг";1;BMW;D;BMW_4;"4 серии";4350000
29135;"BMW 4 серии лифтбек F32/F33/F36 Рестайлинг";0;20906830;5;20906765;"F32/F33/F36 Рестайлинг";1;BMW;D;BMW_4;"4 серии";2186900
29137;"BMW i8 купе I Рестайлинг";0;21172900;2;21172866;"I Рестайлинг";1;BMW;S;BMW_I8;i8;6000000
29138;"BMW i8 родстер I Рестайлинг";0;21172967;2;21172866;"I Рестайлинг";1;BMW;S;BMW_I8;i8;10200000
29140;"BMW M2 купе F87 Рестайлинг";0;21363184;2;21363127;"F87 Рестайлинг";1;BMW;C;BMW_M2;M2;5050000
29142;"BMW M4 купе F82/F83 Рестайлинг";0;21783585;2;21783528;"F82/F83 Рестайлинг";1;BMW;D;BMW_M4;M4;4500000
29144;"BMW M8 купе I (F91/F92/F93)";0;21578720;2;21578636;"I (F91/F92/F93)";0;BMW;S;BMW_M8;M8;9500000
29145;"BMW M8 кабриолет I (F91/F92/F93)";0;21578984;2;21578636;"I (F91/F92/F93)";0;BMW;S;BMW_M8;M8;16850000
29146;"BMW M8 седан I (F91/F92/F93)";0;21684871;4;21578636;"I (F91/F92/F93)";0;BMW;S;BMW_M8;M8;12800000
29148;"BMW X3 M внедорожник 5 дв. I (F97)";0;21496749;5;21496691;"I (F97)";0;BMW;D;BMW_X3_M;"X3 M";5184000
29150;"BMW X4 внедорожник 5 дв. II (G02)";0;21204042;5;21203948;"II (G02)";0;BMW;D;BMW_X4;X4;3470000
29152;"BMW X4 M внедорожник 5 дв. I (F98)";0;21497027;5;21496977;"I (F98)";0;BMW;D;BMW_X4_M;"X4 M";6000000
29154;"BMW 1 серии хэтчбек 5 дв. II (F20/F21) Рестайлинг 2";0;21007024;5;21006990;"II (F20/F21) Рестайлинг 2";1;BMW;C;BMW_1ER;"1 серии";1329000
29156;"BMW 3 серии седан VII (G2x)";0;21398651;4;21398591;"VII (G2x)";0;BMW;D;BMW_3ER;"3 серии";2150000
29157;"BMW 3 серии универсал 5 дв. VII (G2x)";0;21592183;5;21398591;"VII (G2x)";0;BMW;D;BMW_3ER;"3 серии";2790000
29159;"BMW 3 серии универсал 5 дв. VI (F3x) Рестайлинг";0;20548432;5;20548423;"VI (F3x) Рестайлинг";1;BMW;D;BMW_3ER;"3 серии";1970000
29160;"BMW 3 серии лифтбек VI (F3x) Рестайлинг";0;20794725;5;20548423;"VI (F3x) Рестайлинг";1;BMW;D;BMW_3ER;"3 серии";2760000
29162;"BMW 5 серии седан VII (G30/G31)";0;20856206;4;20856169;"VII (G30/G31)";0;BMW;E;BMW_5ER;"5 серии";2100000
29163;"BMW 5 серии универсал 5 дв. VII (G30/G31)";0;20918246;5;20856169;"VII (G30/G31)";0;BMW;E;BMW_5ER;"5 серии";2130000
29165;"BMW 6 серии лифтбек IV (G32)";0;21021836;5;21021798;"IV (G32)";0;BMW;E;BMW_6ER;"6 серии";2760000
29167;"BMW 7 серии седан VI (G11/G12)";0;20619323;4;20619259;"VI (G11/G12)";0;BMW;F;BMW_7ER;"7 серии";2399000
29169;"BMW 8 серии купе II (G14/G15/G16)";0;21316042;2;21315985;"II (G14/G15/G16)";0;BMW;S;BMW_8ER;"8 серии";15000000
29170;"BMW 8 серии седан II (G14/G15/G16)";0;21595650;4;21315985;"II (G14/G15/G16)";0;BMW;S;BMW_8ER;"8 серии";7499900
29172;"BMW X1 внедорожник 5 дв. II (F48)";0;20583371;5;20583308;"II (F48)";0;BMW;C;BMW_X1;X1;1540000
29174;"BMW X5 M внедорожник 5 дв. III (F95)";0;21679551;5;21679476;"III (F95)";0;BMW;E;BMW_X5_M;"X5 M";8131000
29176;"BMW X6 внедорожник 5 дв. II (F16)";0;20158770;5;20158768;"II (F16)";0;BMW;E;BMW_X6;X6;2699000
29178;"BMW X6 M внедорожник 5 дв. III (F96)";0;21679683;5;21679606;"III (F96)";0;BMW;E;BMW_X6_M;"X6 M";8650000
29180;"BMW X6 M внедорожник 5 дв. II (F86)";0;20289375;5;20289343;"II (F86)";0;BMW;E;BMW_X6_M;"X6 M";2990000
29182;"BMW Z4 родстер III (G29)";0;21393346;2;21393232;"III (G29)";0;BMW;S;BMW_Z4;Z4;3230000
